date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:25	8748/8748	---M--	200	added ('OK')	image/png	etag:%22222c-55986f250b327%22	https://demo.web3canvas.com/themeforest/unisco/images/responsive-logo.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/responsive-logo.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:25	12651/12651	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:47:55%20GMT	https://demo.web3canvas.com/themeforest/unisco/about.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/about.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:26	10683/10683	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:47:56%20GMT	https://demo.web3canvas.com/themeforest/unisco/admission-form.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/admission-form.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:26	14499/14499	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:47:55%20GMT	https://demo.web3canvas.com/themeforest/unisco/academics.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/academics.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:27	27514/27514	---M--	200	added ('OK')	image/png	etag:%226b7a-55986f1ceccc4%22	https://demo.web3canvas.com/themeforest/unisco/images/logo.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/logo.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:27	12624/12624	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:19%20GMT	https://demo.web3canvas.com/themeforest/unisco/research.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/research.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:27	20391/20391	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202017%2011:40:13%20GMT	https://demo.web3canvas.com/themeforest/unisco/index-2.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/index-3.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:28	17401/17401	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:13%20GMT	https://demo.web3canvas.com/themeforest/unisco/index-video.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/index-video.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:28	12786/12786	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:47:58%20GMT	https://demo.web3canvas.com/themeforest/unisco/blog.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/blog.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:29	12905/12905	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:47:59%20GMT	https://demo.web3canvas.com/themeforest/unisco/blog-post.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/blog-post.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:29	9972/9972	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:10%20GMT	https://demo.web3canvas.com/themeforest/unisco/index-landing-page.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/index-landing-page.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:29	19182/19182	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:05%20GMT	https://demo.web3canvas.com/themeforest/unisco/events.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/events.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:30	11216/11216	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:05%20GMT	https://demo.web3canvas.com/themeforest/unisco/course-detail.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/course-detail.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:30	10444/10444	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:00%20GMT	https://demo.web3canvas.com/themeforest/unisco/campus-life.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/campus-life.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:30	10660/10660	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:17%20GMT	https://demo.web3canvas.com/themeforest/unisco/our-teachers.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/our-teachers.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:31	9891/9891	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:23%20GMT	https://demo.web3canvas.com/themeforest/unisco/teachers-single.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/teachers-single.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:31	10752/10752	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:09%20GMT	https://demo.web3canvas.com/themeforest/unisco/gallery.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/gallery.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:31	17472/17472	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:21%20GMT	https://demo.web3canvas.com/themeforest/unisco/shortcodes.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/shortcodes.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:31	8552/8552	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:17%20GMT	https://demo.web3canvas.com/themeforest/unisco/notice-board.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/notice-board.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:32	7988/7988	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:01%20GMT	https://demo.web3canvas.com/themeforest/unisco/chairman-speech.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/chairman-speech.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:32	9194/9194	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:20%20GMT	https://demo.web3canvas.com/themeforest/unisco/sample-page.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/sample-page.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:32	14697/14697	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:06%20GMT	https://demo.web3canvas.com/themeforest/unisco/faq.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/faq.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:33	8064/8064	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:15%20GMT	https://demo.web3canvas.com/themeforest/unisco/login.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/login.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:33	9086/9086	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:22%20GMT	https://demo.web3canvas.com/themeforest/unisco/sign-up.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/sign-up.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:33	1699/1699	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:02%20GMT	https://demo.web3canvas.com/themeforest/unisco/coming-soon.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/coming-soon.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:34	9050/9050	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202017%2008:48:03%20GMT	https://demo.web3canvas.com/themeforest/unisco/contact.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/contact.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:35	113956/113956	---M--	200	added ('OK')	image/jpeg	etag:%221bd24-55986f2fe7e3e%22	https://demo.web3canvas.com/themeforest/unisco/images/slider.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/slider.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:35	110327/110327	---M--	200	added ('OK')	image/jpeg	etag:%221aef7-55986f29a3ed0%22	https://demo.web3canvas.com/themeforest/unisco/images/slider-2.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/slider-2.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:36	4147/4147	---M--	200	added ('OK')	image/png	etag:%221033-55986f3b208a7%22	https://demo.web3canvas.com/themeforest/unisco/images/welcom_sign.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/welcom_sign.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:36	5640/5640	---M--	200	added ('OK')	image/jpeg	etag:%221608-55986f0bb2198%22	https://demo.web3canvas.com/themeforest/unisco/images/courses_1.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/courses_1.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:36	1045/1045	---M--	200	added ('OK')	image/png	etag:%22415-55986f24338b7%22	https://demo.web3canvas.com/themeforest/unisco/images/plus-icon.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/plus-icon.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:36	9536/9536	---M--	200	added ('OK')	image/jpeg	etag:%222540-55986f0d34a56%22	https://demo.web3canvas.com/themeforest/unisco/images/courses_2.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/courses_2.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:37	7970/7970	---M--	200	added ('OK')	image/jpeg	etag:%221f22-55986f0ea7bb0%22	https://demo.web3canvas.com/themeforest/unisco/images/courses_3.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/courses_3.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:37	6478/6478	---M--	200	added ('OK')	image/jpeg	etag:%22194e-55986f10178f6%22	https://demo.web3canvas.com/themeforest/unisco/images/courses_4.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/courses_4.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:37	30196/30196	---M--	200	added ('OK')	image/jpeg	etag:%2275f4-55986f39b3f76%22	https://demo.web3canvas.com/themeforest/unisco/images/upcoming-event-img.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/upcoming-event-img.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:37	2255/2255	---M--	200	added ('OK')	image/png	etag:%228cf-55986f0656103%22	https://demo.web3canvas.com/themeforest/unisco/images/chart-icon_1.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/chart-icon_1.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:37	2345/2345	---M--	200	added ('OK')	image/png	etag:%22929-55986f07a6f81%22	https://demo.web3canvas.com/themeforest/unisco/images/chart-icon_2.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/chart-icon_2.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:38	1966/1966	---M--	200	added ('OK')	image/png	etag:%227ae-55986f07d55ac%22	https://demo.web3canvas.com/themeforest/unisco/images/chart-icon_3.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/chart-icon_3.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:38	2642/2642	---M--	200	added ('OK')	image/png	etag:%22a52-55986f08efbca%22	https://demo.web3canvas.com/themeforest/unisco/images/chart-icon_4.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/chart-icon_4.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:38	228425/228425	---M--	200	added ('OK')	image/jpeg	etag:%2237c49-55986f2f88ad7%22	https://demo.web3canvas.com/themeforest/unisco/images/slider-3.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/slider-3.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:38	23885/23885	---M--	200	added ('OK')	image/jpeg	etag:%225d4d-55986f038b901%22	https://demo.web3canvas.com/themeforest/unisco/images/blog-img_1.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/blog-img_1.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:38	8974/8974	---M--	200	added ('OK')	image/jpeg	etag:%22230e-55986f044038f%22	https://demo.web3canvas.com/themeforest/unisco/images/blog-img_2.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/blog-img_2.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:39	15120/15120	---M--	200	added ('OK')	image/jpeg	etag:%223b10-55986f05108cf%22	https://demo.web3canvas.com/themeforest/unisco/images/blog-img_3.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/blog-img_3.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:39	2891/2891	---M--	200	added ('OK')	image/png	etag:%22b4b-55986f22f219d%22	https://demo.web3canvas.com/themeforest/unisco/images/play-btn.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/play-btn.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:39	20431/20431	---M--	200	added ('OK')	image/jpeg	etag:%224fcf-55986f068e36e%22	https://demo.web3canvas.com/themeforest/unisco/images/blog-img_4.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/blog-img_4.jpg	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:39	9917/9917	---M--	200	added ('OK')	image/png	etag:%2226bd-55986f1ad142a%22	https://demo.web3canvas.com/themeforest/unisco/images/footer-logo.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/footer-logo.png	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:40	4097/4097	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Oct%202017%2009:22:41%20GMT	https://demo.web3canvas.com/themeforest/unisco/admission.html	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/admission.html	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:40	24632/24632	---MCZ	200	added ('OK')	application/javascript	etag:W/%226038-55986f5d4ff42%22	https://demo.web3canvas.com/themeforest/unisco/js/tether.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/tether.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:40	93100/93100	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216bac-55986f530c404%22	https://demo.web3canvas.com/themeforest/unisco/js/jquery.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/jquery.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:40	46653/46653	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b63d-55986f3f7f7db%22	https://demo.web3canvas.com/themeforest/unisco/js/bootstrap.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/bootstrap.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:41	41953/41953	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3e1-55986f5a493ba%22	https://demo.web3canvas.com/themeforest/unisco/js/slick.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/slick.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:41	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f6c-55986f600fe01%22	https://demo.web3canvas.com/themeforest/unisco/js/waypoints.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/waypoints.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:41	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242b-55986f40c0ef6%22	https://demo.web3canvas.com/themeforest/unisco/js/counterup.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/counterup.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:41	6784/6784	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a80-55986f45818a1%22	https://demo.web3canvas.com/themeforest/unisco/js/instafeed.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/instafeed.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:41	40401/40401	---MCZ	200	added ('OK')	application/javascript	etag:W/%229dd1-55986f5549f7b%22	https://demo.web3canvas.com/themeforest/unisco/js/owl.carousel.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/owl.carousel.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:42	27787/27787	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a6c8-55986f5e9f3b6%22	https://demo.web3canvas.com/themeforest/unisco/js/validate.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/validate.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:42	2369/2369	---MCZ	200	added ('OK')	application/javascript	etag:W/%22941-55986f5c15052%22	https://demo.web3canvas.com/themeforest/unisco/js/tweetie.min.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/tweetie.min.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:42	2001/2001	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210a6-55986f5acc408%22	https://demo.web3canvas.com/themeforest/unisco/js/subscribe.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/subscribe.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:42	7182/7182	---MCZ	200	added ('OK')	application/javascript	etag:W/%223cf6-5599d71514f8d%22	https://demo.web3canvas.com/themeforest/unisco/js/script.js	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/js/script.js	(from https://demo.web3canvas.com/themeforest/unisco/)
14:52:43	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-55986edbe472c%22	https://demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont.eot?v=4.7.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont3e6e.eot	(from https://demo.web3canvas.com/themeforest/unisco/css/font-awesome.min.css)
14:52:44	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-55986eec03f31%22	https://demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont3e6e.html	(from https://demo.web3canvas.com/themeforest/unisco/css/font-awesome.min.css)
14:52:44	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-55986edbe472c%22	https://demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont.eot?	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfontd41d.eot	(from https://demo.web3canvas.com/themeforest/unisco/css/font-awesome.min.css)
14:52:46	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-55986ee8866ad%22	https://demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont.woff?v=4.7.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont3e6e.woff	(from https://demo.web3canvas.com/themeforest/unisco/css/font-awesome.min.css)
14:52:47	30064/30064	---M--	200	added ('OK')	text/html	etag:%227570-55986ef95270b%22	https://demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Icons.woff2?v=2.4.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Iconsb26c.html	(from https://demo.web3canvas.com/themeforest/unisco/css/simple-line-icons.css)
14:52:47	54266/54266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22d3fa-55986eef1c92b%22	https://demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Icons.eot?v=2.4.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Iconsb26c.eot	(from https://demo.web3canvas.com/themeforest/unisco/css/simple-line-icons.css)
14:52:47	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22286ac-55986ee3d4762%22	https://demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.web3canvas.com/themeforest/unisco/css/font-awesome.min.css)
14:52:48	54056/54056	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22d328-55986ef648770%22	https://demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Icons.ttf?v=2.4.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Iconsb26c.ttf	(from https://demo.web3canvas.com/themeforest/unisco/css/simple-line-icons.css)
14:52:49	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-55986f00992fe%22	https://demo.web3canvas.com/themeforest/unisco/images/ajax-loader.gif	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/ajax-loader.gif	(from https://demo.web3canvas.com/themeforest/unisco/css/slick-theme.css)
14:52:49	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-55986eeac6932%22	https://demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont.svg?v=4.7.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/fontawesome-webfont3e6e.svg	(from https://demo.web3canvas.com/themeforest/unisco/css/font-awesome.min.css)
14:52:49	81332/81332	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2213db4-55986efa1900d%22	https://demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Icons.woff?v=2.4.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Iconsb26c.woff	(from https://demo.web3canvas.com/themeforest/unisco/css/simple-line-icons.css)
14:52:49	239045/239045	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a5c5-55986ef707b42%22	https://demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Icons.svg?v=2.4.0	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/fonts/Simple-Line-Iconsb26c.svg	(from https://demo.web3canvas.com/themeforest/unisco/css/simple-line-icons.css)
14:52:49	487/487	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Oct%202017%2009:22:50%20GMT	https://demo.web3canvas.com/themeforest/unisco/css/owl.video.play.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/css/owl.video.play.png	(from https://demo.web3canvas.com/themeforest/unisco/css/owl.carousel.min.css)
14:52:50	21621/21621	---M--	200	added ('OK')	image/jpeg	etag:%225475-55986f09cd15e%22	https://demo.web3canvas.com/themeforest/unisco/images/chart_bg.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/chart_bg.jpg	(from https://demo.web3canvas.com/themeforest/unisco/css/style.css)
14:52:50	38733/38733	---M--	200	added ('OK')	image/jpeg	etag:%22974d-55986f0091dcf%22	https://demo.web3canvas.com/themeforest/unisco/images/about-bg.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/about-bg.jpg	(from https://demo.web3canvas.com/themeforest/unisco/css/style.css)
14:52:50	1244/1244	---M--	200	added ('OK')	image/png	etag:%224dc-55986f117a5e7%22	https://demo.web3canvas.com/themeforest/unisco/images/discription-icon.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/discription-icon.png	(from https://demo.web3canvas.com/themeforest/unisco/css/style.css)
14:52:50	1129/1129	---M--	200	added ('OK')	image/png	etag:%22469-55986f25769dc%22	https://demo.web3canvas.com/themeforest/unisco/images/right-icon.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/right-icon.png	(from https://demo.web3canvas.com/themeforest/unisco/css/style.css)
14:52:51	490/490	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Oct%202017%2009:22:52%20GMT	https://demo.web3canvas.com/themeforest/unisco/images/shortcode-list.png	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/shortcode-list.png	(from https://demo.web3canvas.com/themeforest/unisco/css/style.css)
14:52:52	32242/32242	---M--	200	added ('OK')	image/jpeg	etag:%227df2-55986f3b0c323%22	https://demo.web3canvas.com/themeforest/unisco/images/welcome-img.jpg	D:/project/demo3/demo.web3canvas.com/themeforest/unisco/images/welcome-img.jpg	(from https://demo.web3canvas.com/themeforest/unisco/about.html)
